char,tex,pos,size,pos_off,pos_add,offset
閉,1,"(179, 378)","(16, 17)","(16, 17)","(1, 1)",20
開,2,"(266, 0)","(16, 17)","(16, 17)","(1, 1)",20
間,2,"(18, 137)","(16, 17)","(16, 17)","(1, 1)",20
関,2,"(476, 102)","(16, 17)","(16, 17)","(1, 1)",20
閣,2,"(337, 17)","(16, 17)","(16, 17)","(1, 1)",20
闇,2,"(157, 120)","(16, 17)","(16, 17)","(1, 1)",20
闘,2,"(84, 174)","(16, 16)","(16, 17)","(1, 1)",20
防,2,"(53, 103)","(16, 17)","(16, 17)","(1, 0)",20
阻,0,"(306, 451)","(17, 17)","(16, 17)","(1, 1)",20
降,0,"(271, 54)","(17, 17)","(16, 17)","(1, 0)",20
限,2,"(479, 171)","(16, 16)","(16, 17)","(1, 1)",20
陛,0,"(288, 144)","(17, 17)","(16, 17)","(1, 0)",20
院,1,"(351, 482)","(16, 17)","(16, 17)","(1, 0)",20
陣,1,"(162, 54)","(17, 17)","(16, 17)","(1, 0)",20
除,0,"(414, 143)","(17, 17)","(16, 17)","(1, 0)",20
陥,1,"(86, 431)","(16, 17)","(16, 17)","(1, 0)",20
陪,0,"(396, 485)","(17, 17)","(16, 17)","(1, 0)",20
陰,0,"(144, 469)","(17, 17)","(16, 17)","(1, 0)",20
陳,0,"(252, 180)","(17, 17)","(16, 17)","(1, 0)",20
陸,0,"(216, 325)","(17, 17)","(16, 17)","(1, 0)",20
険,0,"(36, 199)","(17, 17)","(16, 17)","(1, 0)",20
陽,1,"(36, 378)","(17, 17)","(16, 17)","(1, 1)",20
隅,2,"(125, 53)","(16, 17)","(16, 17)","(1, 1)",20
隆,0,"(342, 253)","(17, 17)","(16, 17)","(1, 0)",20
隈,0,"(0, 127)","(17, 17)","(16, 17)","(1, 1)",20
隊,2,"(18, 17)","(16, 17)","(16, 17)","(1, 0)",20
階,2,"(422, 51)","(16, 17)","(16, 17)","(1, 1)",20
隔,2,"(360, 153)","(16, 16)","(16, 17)","(1, 1)",20
際,1,"(360, 288)","(17, 17)","(16, 17)","(1, 0)",20
障,0,"(468, 239)","(17, 17)","(16, 17)","(1, 0)",20
隠,0,"(144, 127)","(17, 17)","(16, 17)","(1, 0)",20
隣,0,"(126, 379)","(17, 17)","(16, 17)","(1, 0)",20
險,0,"(396, 269)","(17, 17)","(16, 17)","(1, 0)",20
雀,0,"(180, 469)","(17, 17)","(16, 17)","(0, 0)",20
雄,1,"(72, 306)","(17, 17)","(16, 17)","(0, 0)",20
雅,0,"(18, 433)","(17, 17)","(16, 17)","(0, 0)",20
集,0,"(360, 453)","(17, 17)","(16, 17)","(0, 0)",20
雇,1,"(280, 446)","(17, 16)","(16, 17)","(0, 1)",20
雑,1,"(468, 306)","(17, 17)","(16, 17)","(0, 0)",20
離,0,"(324, 109)","(17, 17)","(16, 17)","(0, 0)",20
難,0,"(198, 235)","(17, 17)","(16, 17)","(0, 0)",20
雨,2,"(491, 68)","(17, 16)","(16, 17)","(0, 1)",20
雪,2,"(327, 187)","(16, 16)","(16, 17)","(1, 1)",20
雰,0,"(468, 419)","(17, 17)","(16, 17)","(0, 1)",20
雲,2,"(175, 103)","(16, 17)","(16, 17)","(0, 1)",20
零,2,"(354, 17)","(17, 16)","(16, 17)","(0, 1)",20
電,2,"(208, 187)","(16, 16)","(16, 17)","(1, 1)",20
震,2,"(139, 102)","(17, 16)","(16, 17)","(0, 1)",20
霊,2,"(70, 85)","(17, 16)","(16, 17)","(0, 1)",20
霧,2,"(282, 104)","(17, 16)","(16, 17)","(0, 1)",20
露,1,"(405, 412)","(17, 16)","(16, 17)","(1, 1)",20
青,0,"(396, 467)","(17, 17)","(16, 17)","(0, 0)",20
静,0,"(90, 469)","(17, 17)","(16, 17)","(0, 0)",20
非,1,"(126, 72)","(17, 17)","(16, 17)","(0, 0)",20
面,2,"(425, 105)","(17, 16)","(16, 17)","(0, 1)",20
革,0,"(480, 36)","(17, 17)","(16, 17)","(0, 0)",20
靴,0,"(234, 234)","(17, 17)","(16, 17)","(0, 0)",20
鞄,0,"(468, 347)","(17, 17)","(16, 17)","(0, 0)",20
鞠,1,"(306, 0)","(17, 17)","(16, 17)","(0, 0)",20
音,1,"(244, 430)","(17, 16)","(16, 17)","(0, 0)",20
響,1,"(385, 431)","(17, 16)","(16, 17)","(0, 0)",20
頂,2,"(370, 119)","(17, 16)","(16, 17)","(0, 1)",20
頃,0,"(324, 361)","(17, 17)","(16, 17)","(1, 1)",20
項,2,"(479, 18)","(17, 16)","(16, 17)","(0, 1)",20
順,1,"(450, 180)","(17, 17)","(16, 17)","(0, 1)",20
預,1,"(0, 144)","(17, 17)","(16, 17)","(0, 1)",20
頑,0,"(360, 363)","(17, 17)","(16, 17)","(0, 1)",20
領,1,"(270, 0)","(17, 17)","(16, 17)","(0, 0)",20
頭,2,"(160, 68)","(17, 16)","(16, 17)","(0, 1)",20
頼,0,"(342, 451)","(17, 17)","(16, 17)","(0, 0)",20
題,2,"(319, 17)","(17, 16)","(16, 17)","(0, 1)",20
額,0,"(324, 91)","(17, 17)","(16, 17)","(0, 0)",20
顔,1,"(216, 36)","(17, 17)","(16, 17)","(0, 0)",20
願,1,"(494, 412)","(17, 16)","(16, 17)","(0, 1)",20
類,0,"(396, 359)","(17, 17)","(16, 17)","(0, 0)",20
風,1,"(0, 431)","(17, 16)","(16, 17)","(0, 1)",20
颯,1,"(198, 324)","(17, 17)","(16, 17)","(0, 0)",20
飛,1,"(244, 464)","(17, 16)","(16, 17)","(0, 1)",20
食,0,"(216, 451)","(17, 17)","(16, 17)","(0, 0)",20
飢,1,"(108, 252)","(17, 17)","(16, 17)","(0, 0)",20
飲,0,"(216, 199)","(17, 17)","(16, 17)","(0, 0)",20
飴,0,"(450, 310)","(17, 17)","(16, 17)","(0, 0)",20
飼,1,"(126, 90)","(17, 17)","(16, 17)","(0, 0)",20
飽,0,"(72, 307)","(17, 17)","(16, 17)","(0, 0)",20
飾,0,"(268, 162)","(17, 17)","(16, 17)","(0, 0)",20
餅,0,"(144, 487)","(17, 17)","(16, 17)","(0, 0)",20
養,0,"(306, 253)","(17, 17)","(16, 17)","(0, 0)",20
餐,0,"(270, 432)","(17, 17)","(16, 17)","(0, 0)",20
館,1,"(324, 0)","(17, 17)","(16, 17)","(0, 0)",20
首,1,"(90, 324)","(17, 17)","(16, 17)","(0, 0)",20
香,1,"(370, 413)","(17, 16)","(16, 17)","(0, 0)",20
馬,2,"(335, 53)","(17, 16)","(16, 17)","(0, 1)",20
馳,1,"(180, 306)","(17, 17)","(16, 17)","(0, 0)",20
馴,2,"(157, 85)","(16, 17)","(16, 17)","(0, 0)",20
駄,2,"(36, 480)","(17, 17)","(16, 17)","(0, 0)",20
駅,1,"(54, 360)","(17, 17)","(16, 17)","(0, 1)",20
駆,2,"(389, 103)","(17, 16)","(16, 17)","(0, 1)",20
騎,0,"(180, 379)","(17, 17)","(16, 17)","(0, 0)",20
騒,2,"(284, 34)","(17, 16)","(16, 17)","(0, 1)",20
験,0,"(426, 36)","(17, 17)","(16, 17)","(0, 0)",20
驚,0,"(0, 379)","(17, 17)","(16, 17)","(0, 0)",20
骨,2,"(174, 172)","(16, 16)","(16, 17)","(1, 1)",20
骸,0,"(0, 199)","(17, 17)","(16, 17)","(0, 0)",20
髄,1,"(396, 252)","(17, 17)","(16, 17)","(0, 0)",20
高,1,"(144, 54)","(17, 17)","(16, 17)","(0, 0)",20
髪,1,"(36, 108)","(17, 17)","(16, 17)","(0, 1)",20
鬱,1,"(144, 72)","(17, 17)","(16, 17)","(0, 0)",20
鬼,1,"(216, 234)","(17, 17)","(16, 17)","(0, 0)",20
魂,1,"(72, 342)","(17, 17)","(16, 17)","(0, 0)",20
魅,1,"(288, 252)","(17, 17)","(16, 17)","(0, 0)",20
魔,1,"(72, 288)","(17, 17)","(16, 17)","(0, 0)",20
魚,0,"(342, 325)","(17, 17)","(16, 17)","(0, 0)",20
鮮,0,"(198, 325)","(17, 17)","(16, 17)","(0, 0)",20
鳥,0,"(432, 360)","(17, 17)","(16, 17)","(0, 0)",20
鳴,0,"(378, 305)","(17, 17)","(16, 17)","(1, 0)",20
鵡,0,"(216, 343)","(17, 17)","(16, 17)","(0, 0)",20
鸚,1,"(72, 234)","(17, 17)","(16, 17)","(0, 0)",20
鹸,0,"(162, 343)","(17, 17)","(16, 17)","(1, 0)",20
鹿,0,"(432, 306)","(17, 17)","(16, 17)","(0, 0)",20
麗,2,"(248, 17)","(17, 16)","(16, 17)","(0, 1)",20
麦,1,"(378, 72)","(17, 17)","(16, 17)","(0, 0)",20
麻,0,"(378, 467)","(17, 17)","(16, 17)","(0, 0)",20
黄,0,"(360, 327)","(17, 17)","(16, 17)","(0, 0)",20
黒,1,"(0, 54)","(17, 17)","(16, 17)","(0, 1)",20
黙,0,"(18, 55)","(17, 17)","(16, 17)","(0, 0)",20
鼓,0,"(90, 271)","(17, 17)","(16, 17)","(0, 0)",20
鼻,1,"(36, 72)","(17, 17)","(16, 17)","(0, 0)",20
龍,1,"(288, 306)","(17, 17)","(16, 17)","(0, 0)",20
！,2,"(92, 244)","(10, 16)","(16, 17)","(4, 1)",20
＆,2,"(16, 189)","(15, 16)","(16, 17)","(2, 1)",20
（,2,"(501, 270)","(7, 18)","(16, 17)","(10, 0)",20
）,2,"(183, 270)","(7, 18)","(16, 17)","(1, 0)",20
＊,2,"(245, 276)","(12, 13)","(16, 17)","(3, 2)",20
＋,2,"(157, 138)","(16, 16)","(16, 17)","(1, 1)",20
－,0,"(251, 504)","(16, 4)","(16, 17)","(1, 7)",20
．,0,"(506, 100)","(5, 5)","(16, 17)","(0, 12)",20
／,0,"(19, 0)","(18, 18)","(16, 17)","(0, 0)",20
０,2,"(224, 241)","(14, 16)","(16, 17)","(2, 1)",20
１,2,"(236, 273)","(8, 16)","(16, 17)","(4, 1)",20
２,2,"(131, 237)","(13, 16)","(16, 17)","(2, 1)",20
３,2,"(286, 241)","(13, 16)","(16, 17)","(2, 1)",20
４,2,"(63, 223)","(14, 16)","(16, 17)","(1, 1)",20
５,2,"(103, 257)","(13, 16)","(16, 17)","(2, 1)",20
６,2,"(78, 226)","(13, 16)","(16, 17)","(2, 1)",20
７,2,"(337, 221)","(14, 16)","(16, 17)","(2, 1)",20
８,2,"(147, 222)","(14, 16)","(16, 17)","(2, 1)",20
９,2,"(286, 224)","(13, 16)","(16, 17)","(2, 1)",20
：,1,"(504, 18)","(4, 13)","(16, 17)","(7, 2)",20
；,2,"(185, 189)","(4, 14)","(16, 17)","(6, 2)",20
＜,2,"(225, 154)","(16, 16)","(16, 17)","(0, 1)",20
＝,0,"(234, 504)","(16, 7)","(16, 17)","(1, 5)",20
＞,2,"(87, 140)","(16, 16)","(16, 17)","(1, 1)",20
？,2,"(416, 226)","(13, 16)","(16, 17)","(2, 1)",20
＠,1,"(248, 378)","(16, 17)","(16, 17)","(1, 0)",20
Ａ,2,"(100, 193)","(15, 16)","(16, 17)","(1, 1)",20
Ｂ,2,"(230, 224)","(14, 16)","(16, 17)","(2, 1)",20
Ｃ,2,"(344, 255)","(13, 16)","(16, 17)","(2, 1)",20
Ｄ,2,"(488, 238)","(14, 16)","(16, 17)","(2, 1)",20
Ｅ,2,"(386, 257)","(12, 16)","(16, 17)","(3, 1)",20
Ｆ,2,"(251, 259)","(12, 16)","(16, 17)","(3, 1)",20
Ｇ,2,"(291, 207)","(14, 16)","(16, 17)","(1, 1)",20
Ｈ,2,"(45, 240)","(13, 16)","(16, 17)","(2, 1)",20
Ｉ,2,"(508, 137)","(3, 16)","(16, 17)","(7, 1)",20
Ｊ,2,"(88, 261)","(12, 16)","(16, 17)","(2, 1)",20
Ｋ,2,"(0, 256)","(13, 16)","(16, 17)","(3, 1)",20
Ｌ,2,"(283, 258)","(12, 16)","(16, 17)","(3, 1)",20
Ｍ,2,"(411, 156)","(16, 16)","(16, 17)","(1, 1)",20
Ｎ,2,"(462, 255)","(13, 16)","(16, 17)","(2, 1)",20
Ｏ,2,"(100, 210)","(15, 16)","(16, 17)","(1, 1)",20
Ｐ,2,"(157, 257)","(13, 16)","(16, 17)","(2, 1)",20
Ｑ,2,"(169, 189)","(15, 17)","(16, 17)","(1, 1)",20
Ｒ,2,"(269, 256)","(13, 16)","(16, 17)","(2, 1)",20
Ｓ,2,"(440, 222)","(14, 16)","(16, 17)","(2, 1)",20
Ｔ,2,"(275, 206)","(15, 16)","(16, 17)","(1, 1)",20
Ｕ,2,"(430, 256)","(13, 16)","(16, 17)","(2, 1)",20
Ｖ,2,"(359, 205)","(15, 16)","(16, 17)","(1, 1)",20
Ｗ,1,"(124, 483)","(18, 16)","(16, 17)","(0, 1)",20
Ｘ,2,"(472, 222)","(15, 16)","(16, 17)","(1, 1)",20
Ｙ,2,"(0, 188)","(15, 16)","(16, 17)","(1, 1)",20
Ｚ,2,"(48, 207)","(14, 16)","(16, 17)","(2, 1)",20
＾,0,"(417, 66)","(8, 5)","(16, 17)","(5, 0)",20
＿,0,"(268, 504)","(19, 4)","(16, 17)","(0, 14)",20
ａ,2,"(122, 287)","(11, 13)","(16, 17)","(3, 4)",20
ｂ,2,"(414, 260)","(12, 16)","(16, 17)","(3, 1)",20
ｃ,2,"(13, 273)","(11, 13)","(16, 17)","(3, 4)",20
ｄ,2,"(211, 240)","(12, 16)","(16, 17)","(3, 1)",20
ｅ,2,"(277, 275)","(12, 13)","(16, 17)","(3, 4)",20
ｆ,2,"(37, 287)","(9, 16)","(16, 17)","(4, 1)",20
ｇ,2,"(477, 69)","(11, 14)","(16, 17)","(3, 4)",20
ｈ,2,"(171, 270)","(11, 16)","(16, 17)","(3, 1)",20
ｉ,2,"(230, 274)","(4, 16)","(16, 17)","(6, 1)",20
ｊ,2,"(114, 287)","(7, 17)","(16, 17)","(4, 1)",20
ｋ,2,"(117, 270)","(11, 16)","(16, 17)","(4, 1)",20
ｌ,2,"(508, 223)","(3, 16)","(16, 17)","(7, 1)",20
ｍ,2,"(393, 275)","(16, 13)","(16, 17)","(1, 4)",20
ｎ,2,"(410, 277)","(11, 13)","(16, 17)","(3, 4)",20
ｏ,2,"(151, 274)","(12, 13)","(16, 17)","(3, 4)",20
ｐ,2,"(0, 287)","(11, 14)","(16, 17)","(3, 4)",20
ｑ,2,"(335, 272)","(12, 14)","(16, 17)","(3, 4)",20
ｒ,2,"(47, 287)","(9, 13)","(16, 17)","(5, 4)",20
ｓ,2,"(427, 273)","(12, 13)","(16, 17)","(3, 4)",20
ｔ,2,"(370, 273)","(9, 16)","(16, 17)","(4, 1)",20
ｕ,2,"(12, 287)","(11, 13)","(16, 17)","(3, 4)",20
ｖ,2,"(380, 274)","(12, 13)","(16, 17)","(2, 4)",20
ｗ,2,"(69, 273)","(17, 13)","(16, 17)","(0, 4)",20
ｘ,2,"(42, 273)","(12, 13)","(16, 17)","(2, 4)",20
ｙ,2,"(457, 272)","(12, 14)","(16, 17)","(3, 4)",20
ｚ,1,"(336, 431)","(12, 13)","(16, 17)","(3, 4)",20
｛,2,"(164, 274)","(6, 18)","(16, 17)","(10, 0)",20
｜,2,"(440, 273)","(3, 17)","(16, 17)","(7, 0)",20
｝,2,"(171, 287)","(6, 18)","(16, 17)","(2, 0)",20
～,0,"(414, 504)","(16, 5)","(16, 17)","(1, 6)",20
･,0,"(506, 106)","(5, 5)","(8, 17)","(2, 6)",20
￥,2,"(322, 221)","(14, 16)","(16, 17)","(2, 1)",20
