char,tex,pos,size,pos_off,pos_add,offset 
范,3,"(234, 108)","(17, 17)","(16, 17)","(0, 0)",20
茅,3,"(252, 108)","(17, 17)","(16, 17)","(0, 0)",20
茫,3,"(270, 108)","(17, 17)","(16, 17)","(0, 0)",20
茶,3,"(288, 108)","(17, 17)","(16, 17)","(0, 0)",20
草,3,"(306, 108)","(17, 17)","(16, 17)","(0, 0)",20
荐,3,"(324, 108)","(17, 17)","(16, 17)","(0, 0)",20
荒,3,"(342, 108)","(17, 17)","(16, 17)","(0, 0)",20
荞,3,"(360, 108)","(17, 17)","(16, 17)","(0, 0)",20
荡,3,"(378, 108)","(17, 17)","(16, 17)","(0, 0)",20
荣,3,"(396, 108)","(17, 17)","(16, 17)","(0, 0)",20
荫,3,"(414, 108)","(17, 17)","(16, 17)","(0, 0)",20
药,3,"(432, 108)","(17, 17)","(16, 17)","(0, 0)",20
荷,3,"(450, 108)","(17, 17)","(16, 17)","(0, 0)",20
莉,3,"(468, 108)","(17, 17)","(16, 17)","(0, 0)",20
莎,3,"(486, 108)","(17, 17)","(16, 17)","(0, 0)",20
莫,3,"(0, 126)","(17, 17)","(16, 17)","(0, 0)",20
莱,3,"(18, 126)","(17, 17)","(16, 17)","(0, 0)",20
获,3,"(36, 126)","(17, 17)","(16, 17)","(0, 0)",20
菊,3,"(54, 126)","(17, 17)","(16, 17)","(0, 0)",20
菖,3,"(72, 126)","(17, 17)","(16, 17)","(0, 0)",20
菜,3,"(90, 126)","(17, 17)","(16, 17)","(0, 0)",20
菩,3,"(108, 126)","(17, 17)","(16, 17)","(0, 0)",20
菲,3,"(126, 126)","(17, 17)","(16, 17)","(0, 0)",20
萄,3,"(144, 126)","(17, 17)","(16, 17)","(0, 0)",20
萌,3,"(162, 126)","(17, 17)","(16, 17)","(0, 0)",20
萝,3,"(180, 126)","(17, 17)","(16, 17)","(0, 0)",20
营,3,"(198, 126)","(17, 17)","(16, 17)","(0, 0)",20
萦,3,"(216, 126)","(17, 17)","(16, 17)","(0, 0)",20
萧,3,"(234, 126)","(17, 17)","(16, 17)","(0, 0)",20
萨,3,"(252, 126)","(17, 17)","(16, 17)","(0, 0)",20
落,3,"(270, 126)","(17, 17)","(16, 17)","(0, 0)",20
葉,3,"(288, 126)","(17, 17)","(16, 17)","(0, 0)",20
著,3,"(306, 126)","(17, 17)","(16, 17)","(0, 0)",20
葡,3,"(324, 126)","(17, 17)","(16, 17)","(0, 0)",20
董,3,"(342, 126)","(17, 17)","(16, 17)","(0, 0)",20
葬,3,"(360, 126)","(17, 17)","(16, 17)","(0, 0)",20
葱,3,"(378, 126)","(17, 17)","(16, 17)","(0, 0)",20
葵,3,"(396, 126)","(17, 17)","(16, 17)","(0, 0)",20
蒙,3,"(414, 126)","(17, 17)","(16, 17)","(0, 0)",20
蒲,3,"(432, 126)","(17, 17)","(16, 17)","(0, 0)",20
蒸,3,"(450, 126)","(17, 17)","(16, 17)","(0, 0)",20
蓝,3,"(468, 126)","(17, 17)","(16, 17)","(0, 0)",20
蓬,3,"(486, 126)","(17, 17)","(16, 17)","(0, 0)",20
蔑,3,"(0, 144)","(17, 17)","(16, 17)","(0, 0)",20
蔷,3,"(18, 144)","(17, 17)","(16, 17)","(0, 0)",20
蔽,3,"(36, 144)","(17, 17)","(16, 17)","(0, 0)",20
蕾,3,"(54, 144)","(17, 17)","(16, 17)","(0, 0)",20
薄,3,"(72, 144)","(17, 17)","(16, 17)","(0, 0)",20
薇,3,"(90, 144)","(17, 17)","(16, 17)","(0, 0)",20
薯,3,"(108, 144)","(17, 17)","(16, 17)","(0, 0)",20
藏,3,"(126, 144)","(17, 17)","(16, 17)","(0, 0)",20
藐,3,"(144, 144)","(17, 17)","(16, 17)","(0, 0)",20
虎,3,"(162, 144)","(17, 17)","(16, 17)","(0, 0)",20
虐,3,"(180, 144)","(17, 17)","(16, 17)","(0, 0)",20
虑,3,"(198, 144)","(17, 17)","(16, 17)","(0, 0)",20
虔,3,"(216, 144)","(17, 17)","(16, 17)","(0, 0)",20
虚,3,"(234, 144)","(17, 17)","(16, 17)","(0, 0)",20
虫,3,"(252, 144)","(17, 17)","(16, 17)","(0, 0)",20
虹,3,"(270, 144)","(17, 17)","(16, 17)","(0, 0)",20
虽,3,"(288, 144)","(17, 17)","(16, 17)","(0, 0)",20
虾,3,"(306, 144)","(17, 17)","(16, 17)","(0, 0)",20
蚓,3,"(324, 144)","(17, 17)","(16, 17)","(0, 0)",20
蚤,3,"(342, 144)","(17, 17)","(16, 17)","(0, 0)",20
蚯,3,"(360, 144)","(17, 17)","(16, 17)","(0, 0)",20
蛇,3,"(378, 144)","(17, 17)","(16, 17)","(0, 0)",20
蛋,3,"(396, 144)","(17, 17)","(16, 17)","(0, 0)",20
蛮,3,"(414, 144)","(17, 17)","(16, 17)","(0, 0)",20
蜂,3,"(432, 144)","(17, 17)","(16, 17)","(0, 0)",20
蜚,3,"(450, 144)","(17, 17)","(16, 17)","(0, 0)",20
蜜,3,"(468, 144)","(17, 17)","(16, 17)","(0, 0)",20
蜡,3,"(486, 144)","(17, 17)","(16, 17)","(0, 0)",20
蜷,3,"(0, 162)","(17, 17)","(16, 17)","(0, 0)",20
蝇,3,"(18, 162)","(17, 17)","(16, 17)","(0, 0)",20
蝙,3,"(36, 162)","(17, 17)","(16, 17)","(0, 0)",20
蝠,3,"(54, 162)","(17, 17)","(16, 17)","(0, 0)",20
蝴,3,"(72, 162)","(17, 17)","(16, 17)","(0, 0)",20
蝶,3,"(90, 162)","(17, 17)","(16, 17)","(0, 0)",20
螃,3,"(108, 162)","(17, 17)","(16, 17)","(0, 0)",20
融,3,"(126, 162)","(17, 17)","(16, 17)","(0, 0)",20
螺,3,"(144, 162)","(17, 17)","(16, 17)","(0, 0)",20
蟹,3,"(162, 162)","(17, 17)","(16, 17)","(0, 0)",20
蠢,3,"(180, 162)","(17, 17)","(16, 17)","(0, 0)",20
血,3,"(198, 162)","(17, 17)","(16, 17)","(0, 0)",20
衅,3,"(216, 162)","(17, 17)","(16, 17)","(0, 0)",20
衆,3,"(234, 162)","(17, 17)","(16, 17)","(0, 0)",20
行,3,"(252, 162)","(17, 17)","(16, 17)","(0, 0)",20
衍,3,"(270, 162)","(17, 17)","(16, 17)","(0, 0)",20
術,3,"(288, 162)","(17, 17)","(16, 17)","(0, 0)",20
衔,3,"(306, 162)","(17, 17)","(16, 17)","(0, 0)",20
街,3,"(324, 162)","(17, 17)","(16, 17)","(0, 0)",20
衛,3,"(342, 162)","(17, 17)","(16, 17)","(0, 0)",20
衡,3,"(360, 162)","(17, 17)","(16, 17)","(0, 0)",20
衣,3,"(378, 162)","(17, 17)","(16, 17)","(0, 0)",20
补,3,"(396, 162)","(17, 17)","(16, 17)","(0, 0)",20
表,3,"(414, 162)","(17, 17)","(16, 17)","(0, 0)",20
衫,3,"(432, 162)","(17, 17)","(16, 17)","(0, 0)",20
衬,3,"(450, 162)","(17, 17)","(16, 17)","(0, 0)",20
衰,3,"(468, 162)","(17, 17)","(16, 17)","(0, 0)",20
衷,3,"(486, 162)","(17, 17)","(16, 17)","(0, 0)",20
袋,3,"(0, 180)","(17, 17)","(16, 17)","(0, 0)",20
袍,3,"(18, 180)","(17, 17)","(16, 17)","(0, 0)",20
袖,3,"(36, 180)","(17, 17)","(16, 17)","(0, 0)",20
被,3,"(54, 180)","(17, 17)","(16, 17)","(0, 0)",20
袭,3,"(72, 180)","(17, 17)","(16, 17)","(0, 0)",20
裁,3,"(90, 180)","(17, 17)","(16, 17)","(0, 0)",20
裂,3,"(108, 180)","(17, 17)","(16, 17)","(0, 0)",20
装,3,"(126, 180)","(17, 17)","(16, 17)","(0, 0)",20
裏,3,"(144, 180)","(17, 17)","(16, 17)","(0, 0)",20
裔,3,"(162, 180)","(17, 17)","(16, 17)","(0, 0)",20
裙,3,"(180, 180)","(17, 17)","(16, 17)","(0, 0)",20
補,3,"(198, 180)","(17, 17)","(16, 17)","(0, 0)",20
裤,3,"(216, 180)","(17, 17)","(16, 17)","(0, 0)",20
裸,3,"(234, 180)","(17, 17)","(16, 17)","(0, 0)",20
製,3,"(252, 180)","(17, 17)","(16, 17)","(0, 0)",20
褂,3,"(270, 180)","(17, 17)","(16, 17)","(0, 0)",20
複,3,"(288, 180)","(17, 17)","(16, 17)","(0, 0)",20
褪,3,"(306, 180)","(17, 17)","(16, 17)","(0, 0)",20
襟,3,"(324, 180)","(17, 17)","(16, 17)","(0, 0)",20
西,3,"(342, 180)","(17, 17)","(16, 17)","(0, 0)",20
要,3,"(360, 180)","(17, 17)","(16, 17)","(0, 0)",20
覆,3,"(378, 180)","(17, 17)","(16, 17)","(0, 0)",20
見,3,"(396, 180)","(17, 17)","(16, 17)","(0, 0)",20
規,3,"(414, 180)","(17, 17)","(16, 17)","(0, 0)",20
視,3,"(432, 180)","(17, 17)","(16, 17)","(0, 0)",20
覚,3,"(450, 180)","(17, 17)","(16, 17)","(0, 0)",20
親,3,"(468, 180)","(17, 17)","(16, 17)","(0, 0)",20
観,3,"(486, 180)","(17, 17)","(16, 17)","(0, 0)",20
见,3,"(0, 198)","(17, 17)","(16, 17)","(0, 0)",20
观,3,"(18, 198)","(17, 17)","(16, 17)","(0, 0)",20
规,3,"(36, 198)","(17, 17)","(16, 17)","(0, 0)",20
视,3,"(54, 198)","(17, 17)","(16, 17)","(0, 0)",20
览,3,"(72, 198)","(17, 17)","(16, 17)","(0, 0)",20
觉,3,"(90, 198)","(17, 17)","(16, 17)","(0, 0)",20
角,3,"(108, 198)","(17, 17)","(16, 17)","(0, 0)",20
解,3,"(126, 198)","(17, 17)","(16, 17)","(0, 0)",20
触,3,"(144, 198)","(17, 17)","(16, 17)","(0, 0)",20
言,3,"(162, 198)","(17, 17)","(16, 17)","(0, 0)",20
計,3,"(180, 198)","(17, 17)","(16, 17)","(0, 0)",20
討,3,"(198, 198)","(17, 17)","(16, 17)","(0, 0)",20
記,3,"(216, 198)","(17, 17)","(16, 17)","(0, 0)",20
許,3,"(234, 198)","(17, 17)","(16, 17)","(0, 0)",20
訳,3,"(252, 198)","(17, 17)","(16, 17)","(0, 0)",20
訴,3,"(270, 198)","(17, 17)","(16, 17)","(0, 0)",20
証,3,"(288, 198)","(17, 17)","(16, 17)","(0, 0)",20
評,3,"(306, 198)","(17, 17)","(16, 17)","(0, 0)",20
詞,3,"(324, 198)","(17, 17)","(16, 17)","(0, 0)",20
試,3,"(342, 198)","(17, 17)","(16, 17)","(0, 0)",20
詫,3,"(360, 198)","(17, 17)","(16, 17)","(0, 0)",20
詰,3,"(378, 198)","(17, 17)","(16, 17)","(0, 0)",20
話,3,"(396, 198)","(17, 17)","(16, 17)","(0, 0)",20
詳,3,"(414, 198)","(17, 17)","(16, 17)","(0, 0)",20
誉,3,"(432, 198)","(17, 17)","(16, 17)","(0, 0)",20
認,3,"(450, 198)","(17, 17)","(16, 17)","(0, 0)",20
誓,3,"(468, 198)","(17, 17)","(16, 17)","(0, 0)",20
誕,3,"(486, 198)","(17, 17)","(16, 17)","(0, 0)",20
語,3,"(0, 216)","(17, 17)","(16, 17)","(0, 0)",20
説,3,"(18, 216)","(17, 17)","(16, 17)","(0, 0)",20
読,3,"(36, 216)","(17, 17)","(16, 17)","(0, 0)",20
誰,3,"(54, 216)","(17, 17)","(16, 17)","(0, 0)",20
調,3,"(72, 216)","(17, 17)","(16, 17)","(0, 0)",20
談,3,"(90, 216)","(17, 17)","(16, 17)","(0, 0)",20
請,3,"(108, 216)","(17, 17)","(16, 17)","(0, 0)",20
論,3,"(126, 216)","(17, 17)","(16, 17)","(0, 0)",20
諸,3,"(144, 216)","(17, 17)","(16, 17)","(0, 0)",20
謎,3,"(162, 216)","(17, 17)","(16, 17)","(0, 0)",20
謹,3,"(180, 216)","(17, 17)","(16, 17)","(0, 0)",20
識,3,"(198, 216)","(17, 17)","(16, 17)","(0, 0)",20
警,3,"(216, 216)","(17, 17)","(16, 17)","(0, 0)",20
議,3,"(234, 216)","(17, 17)","(16, 17)","(0, 0)",20
護,3,"(252, 216)","(17, 17)","(16, 17)","(0, 0)",20
讐,3,"(270, 216)","(17, 17)","(16, 17)","(0, 0)",20
计,3,"(288, 216)","(17, 17)","(16, 17)","(0, 0)",20
订,3,"(306, 216)","(17, 17)","(16, 17)","(0, 0)",20
讣,3,"(324, 216)","(17, 17)","(16, 17)","(0, 0)",20
认,3,"(342, 216)","(17, 17)","(16, 17)","(0, 0)",20
讥,3,"(360, 216)","(17, 17)","(16, 17)","(0, 0)",20
讧,3,"(378, 216)","(17, 17)","(16, 17)","(0, 0)",20
讨,3,"(396, 216)","(17, 17)","(16, 17)","(0, 0)",20
让,3,"(414, 216)","(17, 17)","(16, 17)","(0, 0)",20
训,3,"(432, 216)","(17, 17)","(16, 17)","(0, 0)",20
议,3,"(450, 216)","(17, 17)","(16, 17)","(0, 0)",20
讯,3,"(468, 216)","(17, 17)","(16, 17)","(0, 0)",20
记,3,"(486, 216)","(17, 17)","(16, 17)","(0, 0)",20
讲,3,"(0, 234)","(17, 17)","(16, 17)","(0, 0)",20
讶,3,"(18, 234)","(17, 17)","(16, 17)","(0, 0)",20
许,3,"(36, 234)","(17, 17)","(16, 17)","(0, 0)",20
论,3,"(54, 234)","(17, 17)","(16, 17)","(0, 0)",20
讽,3,"(72, 234)","(17, 17)","(16, 17)","(0, 0)",20
设,3,"(90, 234)","(17, 17)","(16, 17)","(0, 0)",20
访,3,"(108, 234)","(17, 17)","(16, 17)","(0, 0)",20
证,3,"(126, 234)","(17, 17)","(16, 17)","(0, 0)",20
评,3,"(144, 234)","(17, 17)","(16, 17)","(0, 0)",20
诅,3,"(162, 234)","(17, 17)","(16, 17)","(0, 0)",20
识,3,"(180, 234)","(17, 17)","(16, 17)","(0, 0)",20
诈,3,"(198, 234)","(17, 17)","(16, 17)","(0, 0)",20
诉,3,"(216, 234)","(17, 17)","(16, 17)","(0, 0)",20
诊,3,"(234, 234)","(17, 17)","(16, 17)","(0, 0)",20
词,3,"(252, 234)","(17, 17)","(16, 17)","(0, 0)",20
译,3,"(270, 234)","(17, 17)","(16, 17)","(0, 0)",20
试,3,"(288, 234)","(17, 17)","(16, 17)","(0, 0)",20
诗,3,"(306, 234)","(17, 17)","(16, 17)","(0, 0)",20
诚,3,"(324, 234)","(17, 17)","(16, 17)","(0, 0)",20
话,3,"(342, 234)","(17, 17)","(16, 17)","(0, 0)",20
诞,3,"(360, 234)","(17, 17)","(16, 17)","(0, 0)",20
诠,3,"(378, 234)","(17, 17)","(16, 17)","(0, 0)",20
诡,3,"(396, 234)","(17, 17)","(16, 17)","(0, 0)",20
询,3,"(414, 234)","(17, 17)","(16, 17)","(0, 0)",20
诣,3,"(432, 234)","(17, 17)","(16, 17)","(0, 0)",20
该,3,"(450, 234)","(17, 17)","(16, 17)","(0, 0)",20
详,3,"(468, 234)","(17, 17)","(16, 17)","(0, 0)",20
语,3,"(486, 234)","(17, 17)","(16, 17)","(0, 0)",20
误,3,"(0, 252)","(17, 17)","(16, 17)","(0, 0)",20
诱,3,"(18, 252)","(17, 17)","(16, 17)","(0, 0)",20
说,3,"(36, 252)","(17, 17)","(16, 17)","(0, 0)",20
诵,3,"(54, 252)","(17, 17)","(16, 17)","(0, 0)",20
请,3,"(72, 252)","(17, 17)","(16, 17)","(0, 0)",20
诸,3,"(90, 252)","(17, 17)","(16, 17)","(0, 0)",20
诺,3,"(108, 252)","(17, 17)","(16, 17)","(0, 0)",20
读,3,"(126, 252)","(17, 17)","(16, 17)","(0, 0)",20
诽,3,"(144, 252)","(17, 17)","(16, 17)","(0, 0)",20
课,3,"(162, 252)","(17, 17)","(16, 17)","(0, 0)",20
谁,3,"(180, 252)","(17, 17)","(16, 17)","(0, 0)",20
调,3,"(198, 252)","(17, 17)","(16, 17)","(0, 0)",20
谅,3,"(216, 252)","(17, 17)","(16, 17)","(0, 0)",20
谈,3,"(234, 252)","(17, 17)","(16, 17)","(0, 0)",20
谋,3,"(252, 252)","(17, 17)","(16, 17)","(0, 0)",20
谍,3,"(270, 252)","(17, 17)","(16, 17)","(0, 0)",20
谎,3,"(288, 252)","(17, 17)","(16, 17)","(0, 0)",20
谐,3,"(306, 252)","(17, 17)","(16, 17)","(0, 0)",20
谑,3,"(324, 252)","(17, 17)","(16, 17)","(0, 0)",20
谓,3,"(342, 252)","(17, 17)","(16, 17)","(0, 0)",20
谕,3,"(360, 252)","(17, 17)","(16, 17)","(0, 0)",20
谙,3,"(378, 252)","(17, 17)","(16, 17)","(0, 0)",20
谚,3,"(396, 252)","(17, 17)","(16, 17)","(0, 0)",20
谛,3,"(414, 252)","(17, 17)","(16, 17)","(0, 0)",20
谜,3,"(432, 252)","(17, 17)","(16, 17)","(0, 0)",20
谢,3,"(450, 252)","(17, 17)","(16, 17)","(0, 0)",20
谤,3,"(468, 252)","(17, 17)","(16, 17)","(0, 0)",20
谨,3,"(486, 252)","(17, 17)","(16, 17)","(0, 0)",20
谬,3,"(0, 270)","(17, 17)","(16, 17)","(0, 0)",20
谭,3,"(18, 270)","(17, 17)","(16, 17)","(0, 0)",20
谱,3,"(36, 270)","(17, 17)","(16, 17)","(0, 0)",20
谴,3,"(54, 270)","(17, 17)","(16, 17)","(0, 0)",20
豆,3,"(72, 270)","(17, 17)","(16, 17)","(0, 0)",20
豊,3,"(90, 270)","(17, 17)","(16, 17)","(0, 0)",20
象,3,"(108, 270)","(17, 17)","(16, 17)","(0, 0)",20
豪,3,"(126, 270)","(17, 17)","(16, 17)","(0, 0)",20
豫,3,"(144, 270)","(17, 17)","(16, 17)","(0, 0)",20
貌,3,"(162, 270)","(17, 17)","(16, 17)","(0, 0)",20
負,3,"(180, 270)","(17, 17)","(16, 17)","(0, 0)",20
貴,3,"(198, 270)","(17, 17)","(16, 17)","(0, 0)",20
買,3,"(216, 270)","(17, 17)","(16, 17)","(0, 0)",20
資,3,"(234, 270)","(17, 17)","(16, 17)","(0, 0)",20
賢,3,"(252, 270)","(17, 17)","(16, 17)","(0, 0)",20
質,3,"(270, 270)","(17, 17)","(16, 17)","(0, 0)",20
贈,3,"(288, 270)","(17, 17)","(16, 17)","(0, 0)",20
贝,3,"(306, 270)","(17, 17)","(16, 17)","(0, 0)",20
负,3,"(324, 270)","(17, 17)","(16, 17)","(0, 0)",20
贡,3,"(342, 270)","(17, 17)","(16, 17)","(0, 0)",20
财,3,"(360, 270)","(17, 17)","(16, 17)","(0, 0)",20
责,3,"(378, 270)","(17, 17)","(16, 17)","(0, 0)",20
败,3,"(396, 270)","(17, 17)","(16, 17)","(0, 0)",20
账,3,"(414, 270)","(17, 17)","(16, 17)","(0, 0)",20
货,3,"(432, 270)","(17, 17)","(16, 17)","(0, 0)",20
质,3,"(450, 270)","(17, 17)","(16, 17)","(0, 0)",20
贩,3,"(468, 270)","(17, 17)","(16, 17)","(0, 0)",20
贪,3,"(486, 270)","(17, 17)","(16, 17)","(0, 0)",20
贫,3,"(0, 288)","(17, 17)","(16, 17)","(0, 0)",20
购,3,"(18, 288)","(17, 17)","(16, 17)","(0, 0)",20
贯,3,"(36, 288)","(17, 17)","(16, 17)","(0, 0)",20
贰,3,"(54, 288)","(17, 17)","(16, 17)","(0, 0)",20
贴,3,"(72, 288)","(17, 17)","(16, 17)","(0, 0)",20
贵,3,"(90, 288)","(17, 17)","(16, 17)","(0, 0)",20
贸,3,"(108, 288)","(17, 17)","(16, 17)","(0, 0)",20
费,3,"(126, 288)","(17, 17)","(16, 17)","(0, 0)",20
贺,3,"(144, 288)","(17, 17)","(16, 17)","(0, 0)",20
贼,3,"(162, 288)","(17, 17)","(16, 17)","(0, 0)",20
赃,3,"(180, 288)","(17, 17)","(16, 17)","(0, 0)",20
资,3,"(198, 288)","(17, 17)","(16, 17)","(0, 0)",20
赋,3,"(216, 288)","(17, 17)","(16, 17)","(0, 0)",20
赌,3,"(234, 288)","(17, 17)","(16, 17)","(0, 0)",20
赎,3,"(252, 288)","(17, 17)","(16, 17)","(0, 0)",20
赏,3,"(270, 288)","(17, 17)","(16, 17)","(0, 0)",20
赐,3,"(288, 288)","(17, 17)","(16, 17)","(0, 0)",20
赔,3,"(306, 288)","(17, 17)","(16, 17)","(0, 0)",20
赖,3,"(324, 288)","(17, 17)","(16, 17)","(0, 0)",20
赘,3,"(342, 288)","(17, 17)","(16, 17)","(0, 0)",20
赚,3,"(360, 288)","(17, 17)","(16, 17)","(0, 0)",20
赛,3,"(378, 288)","(17, 17)","(16, 17)","(0, 0)",20
赞,3,"(396, 288)","(17, 17)","(16, 17)","(0, 0)",20
赠,3,"(414, 288)","(17, 17)","(16, 17)","(0, 0)",20
赢,3,"(432, 288)","(17, 17)","(16, 17)","(0, 0)",20
赤,3,"(450, 288)","(17, 17)","(16, 17)","(0, 0)",20
赦,3,"(468, 288)","(17, 17)","(16, 17)","(0, 0)",20
赫,3,"(486, 288)","(17, 17)","(16, 17)","(0, 0)",20
走,3,"(0, 306)","(17, 17)","(16, 17)","(0, 0)",20
赴,3,"(18, 306)","(17, 17)","(16, 17)","(0, 0)",20
赶,3,"(36, 306)","(17, 17)","(16, 17)","(0, 0)",20
起,3,"(54, 306)","(17, 17)","(16, 17)","(0, 0)",20
趁,3,"(72, 306)","(17, 17)","(16, 17)","(0, 0)",20
超,3,"(90, 306)","(17, 17)","(16, 17)","(0, 0)",20
越,3,"(108, 306)","(17, 17)","(16, 17)","(0, 0)",20
趟,3,"(126, 306)","(17, 17)","(16, 17)","(0, 0)",20
趣,3,"(144, 306)","(17, 17)","(16, 17)","(0, 0)",20
足,3,"(162, 306)","(17, 17)","(16, 17)","(0, 0)",20
趴,3,"(180, 306)","(17, 17)","(16, 17)","(0, 0)",20
趾,3,"(198, 306)","(17, 17)","(16, 17)","(0, 0)",20
跃,3,"(216, 306)","(17, 17)","(16, 17)","(0, 0)",20
跋,3,"(234, 306)","(17, 17)","(16, 17)","(0, 0)",20
跌,3,"(252, 306)","(17, 17)","(16, 17)","(0, 0)",20
跑,3,"(270, 306)","(17, 17)","(16, 17)","(0, 0)",20
距,3,"(288, 306)","(17, 17)","(16, 17)","(0, 0)",20
跟,3,"(306, 306)","(17, 17)","(16, 17)","(0, 0)",20
跡,3,"(324, 306)","(17, 17)","(16, 17)","(0, 0)",20
跤,3,"(342, 306)","(17, 17)","(16, 17)","(0, 0)",20
跨,3,"(360, 306)","(17, 17)","(16, 17)","(0, 0)",20
跪,3,"(378, 306)","(17, 17)","(16, 17)","(0, 0)",20
路,3,"(396, 306)","(17, 17)","(16, 17)","(0, 0)",20
跳,3,"(414, 306)","(17, 17)","(16, 17)","(0, 0)",20
践,3,"(432, 306)","(17, 17)","(16, 17)","(0, 0)",20
踏,3,"(450, 306)","(17, 17)","(16, 17)","(0, 0)",20
踞,3,"(468, 306)","(17, 17)","(16, 17)","(0, 0)",20
踢,3,"(486, 306)","(17, 17)","(16, 17)","(0, 0)",20
踩,3,"(0, 324)","(17, 17)","(16, 17)","(0, 0)",20
踪,3,"(18, 324)","(17, 17)","(16, 17)","(0, 0)",20
踹,3,"(36, 324)","(17, 17)","(16, 17)","(0, 0)",20
蹄,3,"(54, 324)","(17, 17)","(16, 17)","(0, 0)",20
蹈,3,"(72, 324)","(17, 17)","(16, 17)","(0, 0)",20
蹦,3,"(90, 324)","(17, 17)","(16, 17)","(0, 0)",20
蹭,3,"(108, 324)","(17, 17)","(16, 17)","(0, 0)",20
蹲,3,"(126, 324)","(17, 17)","(16, 17)","(0, 0)",20
躁,3,"(144, 324)","(17, 17)","(16, 17)","(0, 0)",20
躍,3,"(162, 324)","(17, 17)","(16, 17)","(0, 0)",20
身,3,"(180, 324)","(17, 17)","(16, 17)","(0, 0)",20
躬,3,"(198, 324)","(17, 17)","(16, 17)","(0, 0)",20
躲,3,"(216, 324)","(17, 17)","(16, 17)","(0, 0)",20
躺,3,"(234, 324)","(17, 17)","(16, 17)","(0, 0)",20
車,3,"(252, 324)","(17, 17)","(16, 17)","(0, 0)",20
転,3,"(270, 324)","(17, 17)","(16, 17)","(0, 0)",20
軽,3,"(288, 324)","(17, 17)","(16, 17)","(0, 0)",20
輪,3,"(306, 324)","(17, 17)","(16, 17)","(0, 0)",20
轟,3,"(324, 324)","(17, 17)","(16, 17)","(0, 0)",20
车,3,"(342, 324)","(17, 17)","(16, 17)","(0, 0)",20
轧,3,"(360, 324)","(17, 17)","(16, 17)","(0, 0)",20
轨,3,"(378, 324)","(17, 17)","(16, 17)","(0, 0)",20
转,3,"(396, 324)","(17, 17)","(16, 17)","(0, 0)",20
轮,3,"(414, 324)","(17, 17)","(16, 17)","(0, 0)",20
软,3,"(432, 324)","(17, 17)","(16, 17)","(0, 0)",20
轰,3,"(450, 324)","(17, 17)","(16, 17)","(0, 0)",20
轻,3,"(468, 324)","(17, 17)","(16, 17)","(0, 0)",20
载,3,"(486, 324)","(17, 17)","(16, 17)","(0, 0)",20
较,3,"(0, 342)","(17, 17)","(16, 17)","(0, 0)",20
辆,3,"(18, 342)","(17, 17)","(16, 17)","(0, 0)",20
辈,3,"(36, 342)","(17, 17)","(16, 17)","(0, 0)",20
辉,3,"(54, 342)","(17, 17)","(16, 17)","(0, 0)",20
辑,3,"(72, 342)","(17, 17)","(16, 17)","(0, 0)",20
输,3,"(90, 342)","(17, 17)","(16, 17)","(0, 0)",20
辛,3,"(108, 342)","(17, 17)","(16, 17)","(0, 0)",20
辜,3,"(126, 342)","(17, 17)","(16, 17)","(0, 0)",20
辞,3,"(144, 342)","(17, 17)","(16, 17)","(0, 0)",20
辟,3,"(162, 342)","(17, 17)","(16, 17)","(0, 0)",20
辣,3,"(180, 342)","(17, 17)","(16, 17)","(0, 0)",20
辨,3,"(198, 342)","(17, 17)","(16, 17)","(0, 0)",20
辩,3,"(216, 342)","(17, 17)","(16, 17)","(0, 0)",20
辱,3,"(234, 342)","(17, 17)","(16, 17)","(0, 0)",20
边,3,"(252, 342)","(17, 17)","(16, 17)","(0, 0)",20
辺,3,"(270, 342)","(17, 17)","(16, 17)","(0, 0)",20
込,3,"(288, 342)","(17, 17)","(16, 17)","(0, 0)",20
达,3,"(306, 342)","(17, 17)","(16, 17)","(0, 0)",20
迄,3,"(324, 342)","(17, 17)","(16, 17)","(0, 0)",20
迅,3,"(342, 342)","(17, 17)","(16, 17)","(0, 0)",20
过,3,"(360, 342)","(17, 17)","(16, 17)","(0, 0)",20
迈,3,"(378, 342)","(17, 17)","(16, 17)","(0, 0)",20
迎,3,"(396, 342)","(17, 17)","(16, 17)","(0, 0)",20
运,3,"(414, 342)","(17, 17)","(16, 17)","(0, 0)",20
近,3,"(432, 342)","(17, 17)","(16, 17)","(0, 0)",20
返,3,"(450, 342)","(17, 17)","(16, 17)","(0, 0)",20
还,3,"(468, 342)","(17, 17)","(16, 17)","(0, 0)",20
这,3,"(486, 342)","(17, 17)","(16, 17)","(0, 0)",20
进,3,"(0, 360)","(17, 17)","(16, 17)","(0, 0)",20
远,3,"(18, 360)","(17, 17)","(16, 17)","(0, 0)",20
违,3,"(36, 360)","(17, 17)","(16, 17)","(0, 0)",20
连,3,"(54, 360)","(17, 17)","(16, 17)","(0, 0)",20
迟,3,"(72, 360)","(17, 17)","(16, 17)","(0, 0)",20
迢,3,"(90, 360)","(17, 17)","(16, 17)","(0, 0)",20
迥,3,"(108, 360)","(17, 17)","(16, 17)","(0, 0)",20
迪,3,"(126, 360)","(17, 17)","(16, 17)","(0, 0)",20
迫,3,"(144, 360)","(17, 17)","(16, 17)","(0, 0)",20
述,3,"(162, 360)","(17, 17)","(16, 17)","(0, 0)",20
迷,3,"(180, 360)","(17, 17)","(16, 17)","(0, 0)",20
