char,tex,pos,size,pos_off,pos_add,offset 
迸,3,"(198, 360)","(17, 17)","(16, 17)","(0, 0)",20
迹,3,"(216, 360)","(17, 17)","(16, 17)","(0, 0)",20
追,3,"(234, 360)","(17, 17)","(16, 17)","(0, 0)",20
退,3,"(252, 360)","(17, 17)","(16, 17)","(0, 0)",20
送,3,"(270, 360)","(17, 17)","(16, 17)","(0, 0)",20
适,3,"(288, 360)","(17, 17)","(16, 17)","(0, 0)",20
逃,3,"(306, 360)","(17, 17)","(16, 17)","(0, 0)",20
逅,3,"(324, 360)","(17, 17)","(16, 17)","(0, 0)",20
逆,3,"(342, 360)","(17, 17)","(16, 17)","(0, 0)",20
选,3,"(360, 360)","(17, 17)","(16, 17)","(0, 0)",20
逍,3,"(378, 360)","(17, 17)","(16, 17)","(0, 0)",20
透,3,"(396, 360)","(17, 17)","(16, 17)","(0, 0)",20
逐,3,"(414, 360)","(17, 17)","(16, 17)","(0, 0)",20
递,3,"(432, 360)","(17, 17)","(16, 17)","(0, 0)",20
途,3,"(450, 360)","(17, 17)","(16, 17)","(0, 0)",20
逗,3,"(468, 360)","(17, 17)","(16, 17)","(0, 0)",20
這,3,"(486, 360)","(17, 17)","(16, 17)","(0, 0)",20
通,3,"(0, 378)","(17, 17)","(16, 17)","(0, 0)",20
逝,3,"(18, 378)","(17, 17)","(16, 17)","(0, 0)",20
逞,3,"(36, 378)","(17, 17)","(16, 17)","(0, 0)",20
速,3,"(54, 378)","(17, 17)","(16, 17)","(0, 0)",20
造,3,"(72, 378)","(17, 17)","(16, 17)","(0, 0)",20
逢,3,"(90, 378)","(17, 17)","(16, 17)","(0, 0)",20
連,3,"(108, 378)","(17, 17)","(16, 17)","(0, 0)",20
逮,3,"(126, 378)","(17, 17)","(16, 17)","(0, 0)",20
週,3,"(144, 378)","(17, 17)","(16, 17)","(0, 0)",20
進,3,"(162, 378)","(17, 17)","(16, 17)","(0, 0)",20
逻,3,"(180, 378)","(17, 17)","(16, 17)","(0, 0)",20
逼,3,"(198, 378)","(17, 17)","(16, 17)","(0, 0)",20
遁,3,"(216, 378)","(17, 17)","(16, 17)","(0, 0)",20
遂,3,"(234, 378)","(17, 17)","(16, 17)","(0, 0)",20
遅,3,"(252, 378)","(17, 17)","(16, 17)","(0, 0)",20
遇,3,"(270, 378)","(17, 17)","(16, 17)","(0, 0)",20
遊,3,"(288, 378)","(17, 17)","(16, 17)","(0, 0)",20
運,3,"(306, 378)","(17, 17)","(16, 17)","(0, 0)",20
遍,3,"(324, 378)","(17, 17)","(16, 17)","(0, 0)",20
過,3,"(342, 378)","(17, 17)","(16, 17)","(0, 0)",20
道,3,"(360, 378)","(17, 17)","(16, 17)","(0, 0)",20
達,3,"(378, 378)","(17, 17)","(16, 17)","(0, 0)",20
違,3,"(396, 378)","(17, 17)","(16, 17)","(0, 0)",20
遗,3,"(414, 378)","(17, 17)","(16, 17)","(0, 0)",20
遠,3,"(432, 378)","(17, 17)","(16, 17)","(0, 0)",20
遢,3,"(450, 378)","(17, 17)","(16, 17)","(0, 0)",20
遣,3,"(468, 378)","(17, 17)","(16, 17)","(0, 0)",20
遥,3,"(486, 378)","(17, 17)","(16, 17)","(0, 0)",20
遭,3,"(0, 396)","(17, 17)","(16, 17)","(0, 0)",20
遮,3,"(18, 396)","(17, 17)","(16, 17)","(0, 0)",20
遵,3,"(36, 396)","(17, 17)","(16, 17)","(0, 0)",20
選,3,"(54, 396)","(17, 17)","(16, 17)","(0, 0)",20
避,3,"(72, 396)","(17, 17)","(16, 17)","(0, 0)",20
邀,3,"(90, 396)","(17, 17)","(16, 17)","(0, 0)",20
邂,3,"(108, 396)","(17, 17)","(16, 17)","(0, 0)",20
邃,3,"(126, 396)","(17, 17)","(16, 17)","(0, 0)",20
邋,3,"(144, 396)","(17, 17)","(16, 17)","(0, 0)",20
那,3,"(162, 396)","(17, 17)","(16, 17)","(0, 0)",20
邦,3,"(180, 396)","(17, 17)","(16, 17)","(0, 0)",20
邪,3,"(198, 396)","(17, 17)","(16, 17)","(0, 0)",20
邮,3,"(216, 396)","(17, 17)","(16, 17)","(0, 0)",20
邸,3,"(234, 396)","(17, 17)","(16, 17)","(0, 0)",20
邻,3,"(252, 396)","(17, 17)","(16, 17)","(0, 0)",20
郁,3,"(270, 396)","(17, 17)","(16, 17)","(0, 0)",20
郊,3,"(288, 396)","(17, 17)","(16, 17)","(0, 0)",20
郎,3,"(306, 396)","(17, 17)","(16, 17)","(0, 0)",20
郑,3,"(324, 396)","(17, 17)","(16, 17)","(0, 0)",20
郡,3,"(342, 396)","(17, 17)","(16, 17)","(0, 0)",20
部,3,"(360, 396)","(17, 17)","(16, 17)","(0, 0)",20
都,3,"(378, 396)","(17, 17)","(16, 17)","(0, 0)",20
鄙,3,"(396, 396)","(17, 17)","(16, 17)","(0, 0)",20
配,3,"(414, 396)","(17, 17)","(16, 17)","(0, 0)",20
酒,3,"(432, 396)","(17, 17)","(16, 17)","(0, 0)",20
酬,3,"(450, 396)","(17, 17)","(16, 17)","(0, 0)",20
酱,3,"(468, 396)","(17, 17)","(16, 17)","(0, 0)",20
酷,3,"(486, 396)","(17, 17)","(16, 17)","(0, 0)",20
酸,3,"(0, 414)","(17, 17)","(16, 17)","(0, 0)",20
酿,3,"(18, 414)","(17, 17)","(16, 17)","(0, 0)",20
醉,3,"(36, 414)","(17, 17)","(16, 17)","(0, 0)",20
醋,3,"(54, 414)","(17, 17)","(16, 17)","(0, 0)",20
醒,3,"(72, 414)","(17, 17)","(16, 17)","(0, 0)",20
采,3,"(90, 414)","(17, 17)","(16, 17)","(0, 0)",20
释,3,"(108, 414)","(17, 17)","(16, 17)","(0, 0)",20
里,3,"(126, 414)","(17, 17)","(16, 17)","(0, 0)",20
重,3,"(144, 414)","(17, 17)","(16, 17)","(0, 0)",20
野,3,"(162, 414)","(17, 17)","(16, 17)","(0, 0)",20
量,3,"(180, 414)","(17, 17)","(16, 17)","(0, 0)",20
金,3,"(198, 414)","(17, 17)","(16, 17)","(0, 0)",20
鉄,3,"(216, 414)","(17, 17)","(16, 17)","(0, 0)",20
鉱,3,"(234, 414)","(17, 17)","(16, 17)","(0, 0)",20
鉴,3,"(252, 414)","(17, 17)","(16, 17)","(0, 0)",20
銀,3,"(270, 414)","(17, 17)","(16, 17)","(0, 0)",20
銭,3,"(288, 414)","(17, 17)","(16, 17)","(0, 0)",20
鋭,3,"(306, 414)","(17, 17)","(16, 17)","(0, 0)",20
録,3,"(324, 414)","(17, 17)","(16, 17)","(0, 0)",20
鍋,3,"(342, 414)","(17, 17)","(16, 17)","(0, 0)",20
针,3,"(360, 414)","(17, 17)","(16, 17)","(0, 0)",20
钉,3,"(378, 414)","(17, 17)","(16, 17)","(0, 0)",20
钝,3,"(396, 414)","(17, 17)","(16, 17)","(0, 0)",20
钞,3,"(414, 414)","(17, 17)","(16, 17)","(0, 0)",20
钟,3,"(432, 414)","(17, 17)","(16, 17)","(0, 0)",20
钢,3,"(450, 414)","(17, 17)","(16, 17)","(0, 0)",20
钥,3,"(468, 414)","(17, 17)","(16, 17)","(0, 0)",20
钩,3,"(486, 414)","(17, 17)","(16, 17)","(0, 0)",20
钮,3,"(0, 432)","(17, 17)","(16, 17)","(0, 0)",20
钱,3,"(18, 432)","(17, 17)","(16, 17)","(0, 0)",20
钻,3,"(36, 432)","(17, 17)","(16, 17)","(0, 0)",20
铁,3,"(54, 432)","(17, 17)","(16, 17)","(0, 0)",20
铃,3,"(72, 432)","(17, 17)","(16, 17)","(0, 0)",20
铅,3,"(90, 432)","(17, 17)","(16, 17)","(0, 0)",20
铐,3,"(108, 432)","(17, 17)","(16, 17)","(0, 0)",20
铜,3,"(126, 432)","(17, 17)","(16, 17)","(0, 0)",20
铠,3,"(144, 432)","(17, 17)","(16, 17)","(0, 0)",20
铭,3,"(162, 432)","(17, 17)","(16, 17)","(0, 0)",20
铲,3,"(180, 432)","(17, 17)","(16, 17)","(0, 0)",20
银,3,"(198, 432)","(17, 17)","(16, 17)","(0, 0)",20
铸,3,"(216, 432)","(17, 17)","(16, 17)","(0, 0)",20
铺,3,"(234, 432)","(17, 17)","(16, 17)","(0, 0)",20
链,3,"(252, 432)","(17, 17)","(16, 17)","(0, 0)",20
铿,3,"(270, 432)","(17, 17)","(16, 17)","(0, 0)",20
销,3,"(288, 432)","(17, 17)","(16, 17)","(0, 0)",20
锁,3,"(306, 432)","(17, 17)","(16, 17)","(0, 0)",20
锅,3,"(324, 432)","(17, 17)","(16, 17)","(0, 0)",20
锈,3,"(342, 432)","(17, 17)","(16, 17)","(0, 0)",20
锋,3,"(360, 432)","(17, 17)","(16, 17)","(0, 0)",20
锐,3,"(378, 432)","(17, 17)","(16, 17)","(0, 0)",20
错,3,"(396, 432)","(17, 17)","(16, 17)","(0, 0)",20
锤,3,"(414, 432)","(17, 17)","(16, 17)","(0, 0)",20
键,3,"(432, 432)","(17, 17)","(16, 17)","(0, 0)",20
锵,3,"(450, 432)","(17, 17)","(16, 17)","(0, 0)",20
锹,3,"(468, 432)","(17, 17)","(16, 17)","(0, 0)",20
锻,3,"(486, 432)","(17, 17)","(16, 17)","(0, 0)",20
镇,3,"(0, 450)","(17, 17)","(16, 17)","(0, 0)",20
镑,3,"(18, 450)","(17, 17)","(16, 17)","(0, 0)",20
镜,3,"(36, 450)","(17, 17)","(16, 17)","(0, 0)",20
镯,3,"(54, 450)","(17, 17)","(16, 17)","(0, 0)",20
镰,3,"(72, 450)","(17, 17)","(16, 17)","(0, 0)",20
镶,3,"(90, 450)","(17, 17)","(16, 17)","(0, 0)",20
長,3,"(108, 450)","(17, 17)","(16, 17)","(0, 0)",20
长,3,"(126, 450)","(17, 17)","(16, 17)","(0, 0)",20
門,3,"(144, 450)","(17, 17)","(16, 17)","(0, 0)",20
閃,3,"(162, 450)","(17, 17)","(16, 17)","(0, 0)",20
閉,3,"(180, 450)","(17, 17)","(16, 17)","(0, 0)",20
開,3,"(198, 450)","(17, 17)","(16, 17)","(0, 0)",20
間,3,"(216, 450)","(17, 17)","(16, 17)","(0, 0)",20
関,3,"(234, 450)","(17, 17)","(16, 17)","(0, 0)",20
閣,3,"(252, 450)","(17, 17)","(16, 17)","(0, 0)",20
闘,3,"(270, 450)","(17, 17)","(16, 17)","(0, 0)",20
门,3,"(288, 450)","(17, 17)","(16, 17)","(0, 0)",20
闪,3,"(306, 450)","(17, 17)","(16, 17)","(0, 0)",20
闭,3,"(324, 450)","(17, 17)","(16, 17)","(0, 0)",20
问,3,"(342, 450)","(17, 17)","(16, 17)","(0, 0)",20
闯,3,"(360, 450)","(17, 17)","(16, 17)","(0, 0)",20
闲,3,"(378, 450)","(17, 17)","(16, 17)","(0, 0)",20
间,3,"(396, 450)","(17, 17)","(16, 17)","(0, 0)",20
闷,3,"(414, 450)","(17, 17)","(16, 17)","(0, 0)",20
闹,3,"(432, 450)","(17, 17)","(16, 17)","(0, 0)",20
闻,3,"(450, 450)","(17, 17)","(16, 17)","(0, 0)",20
阁,3,"(468, 450)","(17, 17)","(16, 17)","(0, 0)",20
阅,3,"(486, 450)","(17, 17)","(16, 17)","(0, 0)",20
阐,3,"(0, 468)","(17, 17)","(16, 17)","(0, 0)",20
阔,3,"(18, 468)","(17, 17)","(16, 17)","(0, 0)",20
队,3,"(36, 468)","(17, 17)","(16, 17)","(0, 0)",20
阱,3,"(54, 468)","(17, 17)","(16, 17)","(0, 0)",20
防,3,"(72, 468)","(17, 17)","(16, 17)","(0, 0)",20
阳,3,"(90, 468)","(17, 17)","(16, 17)","(0, 0)",20
阴,3,"(108, 468)","(17, 17)","(16, 17)","(0, 0)",20
阵,3,"(126, 468)","(17, 17)","(16, 17)","(0, 0)",20
阶,3,"(144, 468)","(17, 17)","(16, 17)","(0, 0)",20
阻,3,"(162, 468)","(17, 17)","(16, 17)","(0, 0)",20
阿,3,"(180, 468)","(17, 17)","(16, 17)","(0, 0)",20
附,3,"(198, 468)","(17, 17)","(16, 17)","(0, 0)",20
际,3,"(216, 468)","(17, 17)","(16, 17)","(0, 0)",20
陈,3,"(234, 468)","(17, 17)","(16, 17)","(0, 0)",20
陋,3,"(252, 468)","(17, 17)","(16, 17)","(0, 0)",20
陌,3,"(270, 468)","(17, 17)","(16, 17)","(0, 0)",20
降,3,"(288, 468)","(17, 17)","(16, 17)","(0, 0)",20
限,3,"(306, 468)","(17, 17)","(16, 17)","(0, 0)",20
陛,3,"(324, 468)","(17, 17)","(16, 17)","(0, 0)",20
陡,3,"(342, 468)","(17, 17)","(16, 17)","(0, 0)",20
院,3,"(360, 468)","(17, 17)","(16, 17)","(0, 0)",20
除,3,"(378, 468)","(17, 17)","(16, 17)","(0, 0)",20
陥,3,"(396, 468)","(17, 17)","(16, 17)","(0, 0)",20
险,3,"(414, 468)","(17, 17)","(16, 17)","(0, 0)",20
陪,3,"(432, 468)","(17, 17)","(16, 17)","(0, 0)",20
陶,3,"(450, 468)","(17, 17)","(16, 17)","(0, 0)",20
陷,3,"(468, 468)","(17, 17)","(16, 17)","(0, 0)",20
険,3,"(486, 468)","(17, 17)","(16, 17)","(0, 0)",20
隆,3,"(0, 486)","(17, 17)","(16, 17)","(0, 0)",20
階,3,"(18, 486)","(17, 17)","(16, 17)","(0, 0)",20
随,3,"(36, 486)","(17, 17)","(16, 17)","(0, 0)",20
隐,3,"(54, 486)","(17, 17)","(16, 17)","(0, 0)",20
隔,3,"(72, 486)","(17, 17)","(16, 17)","(0, 0)",20
隙,3,"(90, 486)","(17, 17)","(16, 17)","(0, 0)",20
際,3,"(108, 486)","(17, 17)","(16, 17)","(0, 0)",20
障,3,"(126, 486)","(17, 17)","(16, 17)","(0, 0)",20
隠,3,"(144, 486)","(17, 17)","(16, 17)","(0, 0)",20
难,3,"(162, 486)","(17, 17)","(16, 17)","(0, 0)",20
雀,3,"(180, 486)","(17, 17)","(16, 17)","(0, 0)",20
雄,3,"(198, 486)","(17, 17)","(16, 17)","(0, 0)",20
雅,3,"(216, 486)","(17, 17)","(16, 17)","(0, 0)",20
集,3,"(234, 486)","(17, 17)","(16, 17)","(0, 0)",20
雇,3,"(252, 486)","(17, 17)","(16, 17)","(0, 0)",20
雌,3,"(270, 486)","(17, 17)","(16, 17)","(0, 0)",20
雕,3,"(288, 486)","(17, 17)","(16, 17)","(0, 0)",20
離,3,"(306, 486)","(17, 17)","(16, 17)","(0, 0)",20
雨,3,"(324, 486)","(17, 17)","(16, 17)","(0, 0)",20
雪,3,"(342, 486)","(17, 17)","(16, 17)","(0, 0)",20
零,3,"(360, 486)","(17, 17)","(16, 17)","(0, 0)",20
雷,3,"(378, 486)","(17, 17)","(16, 17)","(0, 0)",20
電,3,"(396, 486)","(17, 17)","(16, 17)","(0, 0)",20
雾,3,"(414, 486)","(17, 17)","(16, 17)","(0, 0)",20
需,3,"(432, 486)","(17, 17)","(16, 17)","(0, 0)",20
霆,3,"(450, 486)","(17, 17)","(16, 17)","(0, 0)",20
震,3,"(468, 486)","(17, 17)","(16, 17)","(0, 0)",20
霉,3,"(486, 486)","(17, 17)","(16, 17)","(0, 0)",20
霍,4,"(0, 0)","(17, 17)","(16, 17)","(0, 0)",20
露,4,"(18, 0)","(17, 17)","(16, 17)","(0, 0)",20
霸,4,"(36, 0)","(17, 17)","(16, 17)","(0, 0)",20
霾,4,"(54, 0)","(17, 17)","(16, 17)","(0, 0)",20
青,4,"(72, 0)","(17, 17)","(16, 17)","(0, 0)",20
静,4,"(90, 0)","(17, 17)","(16, 17)","(0, 0)",20
非,4,"(108, 0)","(17, 17)","(16, 17)","(0, 0)",20
靠,4,"(126, 0)","(17, 17)","(16, 17)","(0, 0)",20
面,4,"(144, 0)","(17, 17)","(16, 17)","(0, 0)",20
革,4,"(162, 0)","(17, 17)","(16, 17)","(0, 0)",20
靴,4,"(180, 0)","(17, 17)","(16, 17)","(0, 0)",20
靶,4,"(198, 0)","(17, 17)","(16, 17)","(0, 0)",20
鞄,4,"(216, 0)","(17, 17)","(16, 17)","(0, 0)",20
鞋,4,"(234, 0)","(17, 17)","(16, 17)","(0, 0)",20
鞘,4,"(252, 0)","(17, 17)","(16, 17)","(0, 0)",20
鞭,4,"(270, 0)","(17, 17)","(16, 17)","(0, 0)",20
韧,4,"(288, 0)","(17, 17)","(16, 17)","(0, 0)",20
音,4,"(306, 0)","(17, 17)","(16, 17)","(0, 0)",20
響,4,"(324, 0)","(17, 17)","(16, 17)","(0, 0)",20
頂,4,"(342, 0)","(17, 17)","(16, 17)","(0, 0)",20
頃,4,"(360, 0)","(17, 17)","(16, 17)","(0, 0)",20
頭,4,"(378, 0)","(17, 17)","(16, 17)","(0, 0)",20
頼,4,"(396, 0)","(17, 17)","(16, 17)","(0, 0)",20
題,4,"(414, 0)","(17, 17)","(16, 17)","(0, 0)",20
顔,4,"(432, 0)","(17, 17)","(16, 17)","(0, 0)",20
願,4,"(450, 0)","(17, 17)","(16, 17)","(0, 0)",20
類,4,"(468, 0)","(17, 17)","(16, 17)","(0, 0)",20
页,4,"(486, 0)","(17, 17)","(16, 17)","(0, 0)",20
顶,4,"(0, 18)","(17, 17)","(16, 17)","(0, 0)",20
项,4,"(18, 18)","(17, 17)","(16, 17)","(0, 0)",20
顺,4,"(36, 18)","(17, 17)","(16, 17)","(0, 0)",20
须,4,"(54, 18)","(17, 17)","(16, 17)","(0, 0)",20
顽,4,"(72, 18)","(17, 17)","(16, 17)","(0, 0)",20
顾,4,"(90, 18)","(17, 17)","(16, 17)","(0, 0)",20
顿,4,"(108, 18)","(17, 17)","(16, 17)","(0, 0)",20
颁,4,"(126, 18)","(17, 17)","(16, 17)","(0, 0)",20
颂,4,"(144, 18)","(17, 17)","(16, 17)","(0, 0)",20
预,4,"(162, 18)","(17, 17)","(16, 17)","(0, 0)",20
领,4,"(180, 18)","(17, 17)","(16, 17)","(0, 0)",20
颇,4,"(198, 18)","(17, 17)","(16, 17)","(0, 0)",20
颈,4,"(216, 18)","(17, 17)","(16, 17)","(0, 0)",20
频,4,"(234, 18)","(17, 17)","(16, 17)","(0, 0)",20
颗,4,"(252, 18)","(17, 17)","(16, 17)","(0, 0)",20
题,4,"(270, 18)","(17, 17)","(16, 17)","(0, 0)",20
颜,4,"(288, 18)","(17, 17)","(16, 17)","(0, 0)",20
额,4,"(306, 18)","(17, 17)","(16, 17)","(0, 0)",20
颠,4,"(324, 18)","(17, 17)","(16, 17)","(0, 0)",20
颤,4,"(342, 18)","(17, 17)","(16, 17)","(0, 0)",20
風,4,"(360, 18)","(17, 17)","(16, 17)","(0, 0)",20
风,4,"(378, 18)","(17, 17)","(16, 17)","(0, 0)",20
飒,4,"(396, 18)","(17, 17)","(16, 17)","(0, 0)",20
飘,4,"(414, 18)","(17, 17)","(16, 17)","(0, 0)",20
飛,4,"(432, 18)","(17, 17)","(16, 17)","(0, 0)",20
飞,4,"(450, 18)","(17, 17)","(16, 17)","(0, 0)",20
食,4,"(468, 18)","(17, 17)","(16, 17)","(0, 0)",20
飲,4,"(486, 18)","(17, 17)","(16, 17)","(0, 0)",20
飾,4,"(0, 36)","(17, 17)","(16, 17)","(0, 0)",20
餐,4,"(18, 36)","(17, 17)","(16, 17)","(0, 0)",20
饥,4,"(36, 36)","(17, 17)","(16, 17)","(0, 0)",20
饭,4,"(54, 36)","(17, 17)","(16, 17)","(0, 0)",20
饮,4,"(72, 36)","(17, 17)","(16, 17)","(0, 0)",20
饯,4,"(90, 36)","(17, 17)","(16, 17)","(0, 0)",20
饰,4,"(108, 36)","(17, 17)","(16, 17)","(0, 0)",20
饱,4,"(126, 36)","(17, 17)","(16, 17)","(0, 0)",20
饲,4,"(144, 36)","(17, 17)","(16, 17)","(0, 0)",20
饵,4,"(162, 36)","(17, 17)","(16, 17)","(0, 0)",20
饶,4,"(180, 36)","(17, 17)","(16, 17)","(0, 0)",20
饼,4,"(198, 36)","(17, 17)","(16, 17)","(0, 0)",20
饿,4,"(216, 36)","(17, 17)","(16, 17)","(0, 0)",20
馅,4,"(234, 36)","(17, 17)","(16, 17)","(0, 0)",20
馆,4,"(252, 36)","(17, 17)","(16, 17)","(0, 0)",20
馈,4,"(270, 36)","(17, 17)","(16, 17)","(0, 0)",20
首,4,"(288, 36)","(17, 17)","(16, 17)","(0, 0)",20
香,4,"(306, 36)","(17, 17)","(16, 17)","(0, 0)",20
馬,4,"(324, 36)","(17, 17)","(16, 17)","(0, 0)",20
駄,4,"(342, 36)","(17, 17)","(16, 17)","(0, 0)",20
験,4,"(360, 36)","(17, 17)","(16, 17)","(0, 0)",20
驚,4,"(378, 36)","(17, 17)","(16, 17)","(0, 0)",20
马,4,"(396, 36)","(17, 17)","(16, 17)","(0, 0)",20
驰,4,"(414, 36)","(17, 17)","(16, 17)","(0, 0)",20
驱,4,"(432, 36)","(17, 17)","(16, 17)","(0, 0)",20
驳,4,"(450, 36)","(17, 17)","(16, 17)","(0, 0)",20
驶,4,"(468, 36)","(17, 17)","(16, 17)","(0, 0)",20
驼,4,"(486, 36)","(17, 17)","(16, 17)","(0, 0)",20
骄,4,"(0, 54)","(17, 17)","(16, 17)","(0, 0)",20
骋,4,"(18, 54)","(17, 17)","(16, 17)","(0, 0)",20
验,4,"(36, 54)","(17, 17)","(16, 17)","(0, 0)",20
骑,4,"(54, 54)","(17, 17)","(16, 17)","(0, 0)",20
骗,4,"(72, 54)","(17, 17)","(16, 17)","(0, 0)",20
骚,4,"(90, 54)","(17, 17)","(16, 17)","(0, 0)",20
骤,4,"(108, 54)","(17, 17)","(16, 17)","(0, 0)",20
骨,4,"(126, 54)","(17, 17)","(16, 17)","(0, 0)",20
骷,4,"(144, 54)","(17, 17)","(16, 17)","(0, 0)",20
骸,4,"(162, 54)","(17, 17)","(16, 17)","(0, 0)",20
髅,4,"(180, 54)","(17, 17)","(16, 17)","(0, 0)",20
髓,4,"(198, 54)","(17, 17)","(16, 17)","(0, 0)",20
高,4,"(216, 54)","(17, 17)","(16, 17)","(0, 0)",20
髦,4,"(234, 54)","(17, 17)","(16, 17)","(0, 0)",20
髪,4,"(252, 54)","(17, 17)","(16, 17)","(0, 0)",20
髻,4,"(270, 54)","(17, 17)","(16, 17)","(0, 0)",20
鬼,4,"(288, 54)","(17, 17)","(16, 17)","(0, 0)",20
魂,4,"(306, 54)","(17, 17)","(16, 17)","(0, 0)",20
魄,4,"(324, 54)","(17, 17)","(16, 17)","(0, 0)",20
魅,4,"(342, 54)","(17, 17)","(16, 17)","(0, 0)",20
魔,4,"(360, 54)","(17, 17)","(16, 17)","(0, 0)",20
鱼,4,"(378, 54)","(17, 17)","(16, 17)","(0, 0)",20
鱿,4,"(396, 54)","(17, 17)","(16, 17)","(0, 0)",20
鲁,4,"(414, 54)","(17, 17)","(16, 17)","(0, 0)",20
鲜,4,"(432, 54)","(17, 17)","(16, 17)","(0, 0)",20
鳄,4,"(450, 54)","(17, 17)","(16, 17)","(0, 0)",20
鳟,4,"(468, 54)","(17, 17)","(16, 17)","(0, 0)",20
鸟,4,"(486, 54)","(17, 17)","(16, 17)","(0, 0)",20
鸡,4,"(0, 72)","(17, 17)","(16, 17)","(0, 0)",20
鸣,4,"(18, 72)","(17, 17)","(16, 17)","(0, 0)",20
鸦,4,"(36, 72)","(17, 17)","(16, 17)","(0, 0)",20
鸽,4,"(54, 72)","(17, 17)","(16, 17)","(0, 0)",20
鹉,4,"(72, 72)","(17, 17)","(16, 17)","(0, 0)",20
鹦,4,"(90, 72)","(17, 17)","(16, 17)","(0, 0)",20
鹰,4,"(108, 72)","(17, 17)","(16, 17)","(0, 0)",20
鹿,4,"(126, 72)","(17, 17)","(16, 17)","(0, 0)",20
麗,4,"(144, 72)","(17, 17)","(16, 17)","(0, 0)",20
麦,4,"(162, 72)","(17, 17)","(16, 17)","(0, 0)",20
麻,4,"(180, 72)","(17, 17)","(16, 17)","(0, 0)",20
黄,4,"(198, 72)","(17, 17)","(16, 17)","(0, 0)",20
黎,4,"(216, 72)","(17, 17)","(16, 17)","(0, 0)",20
黏,4,"(234, 72)","(17, 17)","(16, 17)","(0, 0)",20
黑,4,"(252, 72)","(17, 17)","(16, 17)","(0, 0)",20
黒,4,"(270, 72)","(17, 17)","(16, 17)","(0, 0)",20
默,4,"(288, 72)","(17, 17)","(16, 17)","(0, 0)",20
黙,4,"(306, 72)","(17, 17)","(16, 17)","(0, 0)",20
鼎,4,"(324, 72)","(17, 17)","(16, 17)","(0, 0)",20
鼓,4,"(342, 72)","(17, 17)","(16, 17)","(0, 0)",20
鼠,4,"(360, 72)","(17, 17)","(16, 17)","(0, 0)",20
鼻,4,"(378, 72)","(17, 17)","(16, 17)","(0, 0)",20
鼾,4,"(396, 72)","(17, 17)","(16, 17)","(0, 0)",20
齐,4,"(414, 72)","(17, 17)","(16, 17)","(0, 0)",20
齿,4,"(432, 72)","(17, 17)","(16, 17)","(0, 0)",20
龊,4,"(450, 72)","(17, 17)","(16, 17)","(0, 0)",20
龌,4,"(468, 72)","(17, 17)","(16, 17)","(0, 0)",20
龍,4,"(486, 72)","(17, 17)","(16, 17)","(0, 0)",20
龙,4,"(0, 90)","(17, 17)","(16, 17)","(0, 0)",20
龟,4,"(18, 90)","(17, 17)","(16, 17)","(0, 0)",20
！,4,"(36, 90)","(10, 16)","(16, 17)","(4, 1)",20
＆,4,"(47, 90)","(15, 16)","(16, 17)","(2, 1)",20
（,4,"(63, 90)","(7, 18)","(16, 17)","(10, 0)",20
）,4,"(71, 90)","(7, 18)","(16, 17)","(1, 0)",20
＊,4,"(79, 90)","(12, 13)","(16, 17)","(3, 2)",20
＋,4,"(92, 90)","(16, 16)","(16, 17)","(1, 1)",20
，,4,"(109, 90)","(17, 17)","(16, 17)","(0, 0)",20
－,4,"(127, 90)","(16, 4)","(16, 17)","(1, 7)",20
．,4,"(144, 90)","(5, 5)","(16, 17)","(0, 12)",20
／,4,"(150, 90)","(18, 18)","(16, 17)","(0, 0)",20
０,4,"(169, 90)","(14, 16)","(16, 17)","(2, 1)",20
１,4,"(184, 90)","(8, 16)","(16, 17)","(4, 1)",20
２,4,"(193, 90)","(13, 16)","(16, 17)","(2, 1)",20
３,4,"(207, 90)","(13, 16)","(16, 17)","(2, 1)",20
４,4,"(221, 90)","(14, 16)","(16, 17)","(1, 1)",20
５,4,"(236, 90)","(13, 16)","(16, 17)","(2, 1)",20
６,4,"(250, 90)","(13, 16)","(16, 17)","(2, 1)",20
７,4,"(264, 90)","(14, 16)","(16, 17)","(2, 1)",20
８,4,"(279, 90)","(14, 16)","(16, 17)","(2, 1)",20
９,4,"(294, 90)","(13, 16)","(16, 17)","(2, 1)",20
：,4,"(308, 90)","(4, 13)","(16, 17)","(7, 2)",20
；,4,"(313, 90)","(4, 14)","(16, 17)","(6, 2)",20
＜,4,"(318, 90)","(16, 16)","(16, 17)","(0, 1)",20
＝,4,"(335, 90)","(16, 7)","(16, 17)","(1, 5)",20
＞,4,"(352, 90)","(16, 16)","(16, 17)","(1, 1)",20
？,4,"(369, 90)","(13, 16)","(16, 17)","(2, 1)",20
＠,4,"(383, 90)","(16, 17)","(16, 17)","(1, 0)",20
Ａ,4,"(400, 90)","(15, 16)","(16, 17)","(1, 1)",20
Ｂ,4,"(416, 90)","(14, 16)","(16, 17)","(2, 1)",20
Ｃ,4,"(431, 90)","(13, 16)","(16, 17)","(2, 1)",20
Ｄ,4,"(445, 90)","(14, 16)","(16, 17)","(2, 1)",20
Ｅ,4,"(460, 90)","(12, 16)","(16, 17)","(3, 1)",20
Ｆ,4,"(473, 90)","(12, 16)","(16, 17)","(3, 1)",20
Ｇ,4,"(486, 90)","(14, 16)","(16, 17)","(1, 1)",20
Ｈ,4,"(0, 109)","(13, 16)","(16, 17)","(2, 1)",20
